title,summary,category
Every Time I Close My Eyes (Vanessa Amorosi song),Every Time I Close My Eyes is the fifth and final single from Australian recording artist Vanessa Amorosis debut album The Power 2000 In Australia it was released as a double Aside single with The Power in December 2000 and peaked at number eight on the ARIA Singles Chart The following year Every Time I Close My Eyes was released in Japan and Europe reaching the top 40 in Austria and Germany ,-1
Battle of Bezzecca,The Battle of Bezzecca was fought on 21 July 1866 between Italy and Austria during the Third Italian Independence War The Italian force the Hunters of the Alps were led by Giuseppe Garibaldi and had invaded Trentino as part of the general Italian offensive against the Austrian force occupying northeastern Italy after the decisive Prussian victory of Battle of Kniggrtz which had led Austria to move part of their troops towards Vienna see Invasion of Trentino The Austrians commanded by Generalmajor Franz Kuhn von Kuhnenfeld attacked and occupied the city of Bezzecca The Italians uncoordinately tried to recover the lost town Garibaldi himself moving on the battlefield in a coach because of a wound from a previous encounter was in danger of being captured The Italian artillery took a hill close to the town and an assault by the Italian infantry caused the Austrians to withdraw to their emplacements in the surrounding mountains thus marking an Italian victory that cost many casualties While Garibaldi was preparing to continue the invasion toward Garda to take the forts of Lardaro on 9 August he received the message of the armistice between Italy and Austria and the order of general La Marmora commanderinchief of the Piedmontese army to abandon Trentino On that occasion in the square of Bezzecca Giuseppe Garibaldi replied with the famous telegram with only one word Obbedisco I obey ,-1
China Film Stellar,China Film Stellar Chinese  is a Chinese movie theater chain In 2014 it was the second largest cinema chain in China by box office gross with US39335 million In 2015 it was again the second largest chain by box office gross with US575 million representing 85 of the market  References  ,-1
Robert Nicholas (judge),Robert Nicholas 15951667 was a judge and an English Member of Parliament who supported the Parliamentary cause in the English Civil War Nicholas was elected Member of Parliament MP for Devizes for the Long Parliament in November 1640 He assisted in prosecuting Archbishop Laud in 1643 In 1648 he became Serjeantatlaw and in 1649 judge of the upper bench He was Baron of the Exchequer in 1655Nicholas was not exempted from the general pardon at the restoration of the monarchy in 1660 He was commissioner for raising money in Wiltshire in 1660 ,-1
List of mayors of Niš,This is a list of presidents of the Municipality of Ni presidents of the City Assembly of Ni and mayors of Ni since 1878 The Mayor of Ni is the head of the City of Ni the third largest city in Serbia He acts on behalf of the City and performs an executive function in the City of Ni The current Mayor of Ni is Dragana Sotirovski SNS ,-1
Pilar-Morin,Madame PilarMorin born about 1870 died after June 1935 was a SpanishFrench actress on stage in vaudeville and in silent films ,-1
Akalathe Ambili,Akalathe Ambili is a 1985 Indian Malayalam film directed by Jeassy and produced by Thomas Mathew The film stars Mammootty Supriya Pathak Rohini Maniyanpilla Raju and Santhosh Kumar in the lead roles The film has musical score by Shyam ,-1
Dryden v Greater Glasgow Health Board,Dryden v Greater Glasgow Health Board 1992 IRLR 469 is a UK labour law case concerning the contract of employment It held that a variation of company workplace customs which are incorporated into individual contracts of employment can take place after a proper consultation without breaching employees contracts ,-1
ČD Class 840 and 841,The D Class 840 and 841 diesel multiple units are two versions of the Stadler RegioShuttle RS1 built for esk drhy 841 is the basic version 840 is a modification for services on steep mountain lines Since 2013 esk drhy have been using a marketing name for those trainsets RegioSpider ,-1
Celblok H,Celblok H working title Wentworth is the Dutch adaptation of Wentworth the Australian drama series about a womens prison divided in two camps The series produced by Willem Zijlstra was broadcast at SBS 6 between March 3 2014 and March 27 2017 The last twenty episodes are original scripts ,-1
Chukchi Plateau,The Chukchi Plateau or Chukchi Cap is a large subsea formation extending north from the Alaskan margin into the Arctic Ocean The ridge is normally covered by ice yearround and reaches an approximate bathymetric prominence of 3400 m with its highest point at 246 m below sea level As a subsea ridge extending from the continental shelf of the United States north of Alaska the Chukchi Plateau is an important feature in maritime law of the Arctic Ocean and has been the subject of significant geographic research The ridge has been extensively mapped by the USCGC Healy and by the Canadian icebreaker CCGS Louis S StLaurent with the Healy in 2011 and RV Marcus Langseth a National Science Foundation vessel operated by the LamontDoherty Earth Observatory of Columbia University ,-1
Mamedica,Mamedica is a London UKbased medical cannabis clinic which was founded in 2021 and launched in 2022 It is one of four UK clinics licensed to prescribe and dispense medical cannabis ,-1
Antonio Mionić,Antonio Mioni born 31 May 2001 is a Croatian professional footballer who plays as a midfielder for Fortuna nrodn liga club Le ,-1
Ayse Bircan,Ayse Bircan born 1954 is a Turkish activist and writer As a young leftwing organizer in Turkey she was targeted by authorities and fled to England where her work has focused on refugee rights Her essay Black and Turkish appears in the 1992 anthology Daughters of Africa ,-1
Trenchcoat in Paradise,Trenchcoat in Paradise is a 1989 American madefortelevision mysterycrime film directed by Martha Coolidge and starring Dirk Benedict Sydney Walsh Catherine Oxenberg Michelle Phillips and Bruce Dern ,-1
Judith Forstmann,Selva Judit Forstmann 1945  10 April 2009 was an Argentine Justicialist Party politician She sat in the Argentine Senate representing Santa Cruz Province in the majority block of the Front for Victory Forstmann was educated in Buenos Aires and La Plata She moved to the oil town Caleta Olivia in 1973 and worked locally in education and the arts She became a city councillor in 1991 In 1993 Forstmann was elected to the provincial legislature of Santa Cruz She was reelected in 1997 1999 and 2003 In the Santa Cruz Chamber of Deputies she was vicepresident of the Justicialist Party block from 1995 2nd vicepresident of the Chamber from 1999 and 1st vicepresident from 2006 Due to various resignations and vacancies she was acting President of the Chamber that year and as a consequence was de facto vicegovernor of the province She was appointed to the national Senate in 2007 to fill the vacancy left since Alicia Kirchner left to join the government of President Nstor Kirchner in August 2006 On 10 April 2009 Forstmann and her husband were travelling in a fourwheel drive in Santa Cruz with a fishing guide The car was swept away by the current of the river Barrancosa  The two men were saved but Forstmann was dragged away and was found dead the next morning ,-1
